21-1 C400,Time,Open,High,Low,Last,Change,Volume,Open Int,IV,Delta,Gamma,Theta,Vega,Rho,Theo,Price,Strike
21-1 C400,11/02/2020,5.33,6,5.33,5.57,0.47,87,10993,18.31%,0.17424029884127,0.0038552795605392,-0.017052991579156,0.93083523815666,0.5673211586322,5.7100256495166,330.2,400
21-1 C400,10/30/2020,5.66,5.66,4.9,5.1,-0.9,191,10996,18.59%,0.16548593143273,0.0037006707202255,-0.016552219697702,0.89363644959795,0.53681917287453,5.390059434719,326.54,400
21-1 C400,10/29/2020,5.5,6.32,5.5,6,0.3,250,11164,18.64%,0.17953346698185,0.0038441717980169,-0.017590319626065,0.95207737092817,0.58726856311253,6.0450700727853,329.98,400
21-1 C400,10/23/2020,8.9,8.95,8.2,8.6,0.2,14,11084,17.82%,0.23536433013197,0.0044796434614155,-0.02026809841759,1.1775385151133,0.80089158061014,8.6051047383915,345.78,400
21-1 C400,10/22/2020,8.8,8.8,7.92,8.4,-0.2,60,11086,18.20%,0.23632203180241,0.0044017325411113,-0.02070358519608,1.1778636088752,0.80721964435836,8.8050732209985,344.61,400
21-1 C400,10/21/2020,9.27,9.27,8.6,8.6,-0.58,39,11087,18.43%,0.23175723351084,0.0043173023997941,-0.020643526082193,1.1602303858847,0.78985301724762,8.6500752423201,342.73,400
21-1 C400,10/20/2020,9.2,9.91,9,9.18,0.53,141,11196,18.71%,0.23908797807145,0.0043146645238065,-0.021339404176608,1.1836268034235,0.81413072843945,9.1501027258521,343.38,400
21-1 C400,10/19/2020,10,10,8.63,8.65,-1.35,46,11190,18.69%,0.23308954322738,0.0042697453956933,-0.020931370071136,1.1639427094186,0.79453486402114,8.8251094714335,342.01,400
21-1 C400,10/15/2020,9,9.65,9,9.24,-0.56,153,11120,18.25%,0.25194351197859,0.0044752508369223,-0.021432508430144,1.2377420733065,0.86700987463513,9.725066636595,347.5,400
21-1 C400,10/13/2020,11.12,11.14,10.85,10.85,-0.78,19,11112,18.44%,0.26742670555755,0.004523253197091,-0.022430803821634,1.2885084954981,0.92599035980903,10.710113935456,350.13,400
21-1 C400,10/12/2020,10.5,12,10.5,11.63,1.38,272,11084,18.70%,0.28232743857495,0.0045454638781514,-0.023507437126845,1.3331658845849,0.98030530738905,11.735122922391,352.43,400
21-1 C400,10/09/2020,9.88,10.28,9.8,10.25,0.44,33,11072,18.67%,0.25705471038852,0.0043980171105485,-0.022033104031713,1.256482216474,0.89307436243284,10.23507202498,346.85,400
21-1 C400,10/08/2020,9.95,10.04,9.7,9.81,0.62,34,11054,18.85%,0.24606511815457,0.004289596550621,-0.021544782837307,1.2184129550665,0.85078247482948,9.6800783972796,343.78,400
21-1 C400,10/07/2020,9,9.47,8.92,9.19,0.89,479,10831,19.09%,0.23660962775722,0.0041775995287042,-0.021183086076499,1.1841140863826,0.81981052066573,9.240073949135,340.76,400
21-1 C400,10/06/2020,9.2,9.47,8.15,8.3,-0.97,320,10656,19.35%,0.21669420132484,0.0039834720376462,-0.020165620780453,1.1090450455514,0.74349838926783,8.2299999999765,334.93,400
21-1 C400,10/02/2020,7.76,8.26,7.75,7.9,-0.44,511,11018,19.23%,0.21118597352404,0.0039452597633042,-0.019555367719003,1.0936315103064,0.72971588715998,7.925026343156,333.84,400
21-1 C400,09/29/2020,7.75,7.85,7.3,7.85,0.05,37,10986,19.05%,0.20327380312448,0.0038992622553594,-0.018789774032232,1.0679489566952,0.70578781097286,7.4750958317818,332.37,400
21-1 C400,09/25/2020,6.02,6.65,6.02,6.4,0.4,179,10946,18.94%,0.18829494974162,0.0037702122818295,-0.017580132960516,1.0126817010593,0.65498242533361,6.7050809550423,328.73,400
21-1 C400,09/24/2020,5.6,6.54,5.44,6,0.4,176,11063,19.01%,0.17007786233369,0.0035758451582397,-0.016323032339593,0.93597875478352,0.58624060879827,5.8400681984534,323.5,400
21-1 C400,09/23/2020,6.95,6.95,5.6,5.6,-1.39,196,11134,19.07%,0.16826764066553,0.003545731704264,-0.016220636980578,0.92806180811769,0.5797077335091,5.7700640013031,322.64,400
21-1 C400,09/22/2020,6.28,6.99,6.28,6.99,1.16,21,11123,18.87%,0.19401858166835,0.0038245051071821,-0.017835582277839,1.0394519416036,0.68125581527874,6.9900549049907,330.3,400
21-1 C400,09/21/2020,6.37,6.6,5.57,5.83,-1.67,548,10987,18.77%,0.1799559411222,0.003703107489478,-0.016774365523148,0.98338287100964,0.62963643806165,6.275094969367,326.97,400
21-1 C400,09/17/2020,7.5,8,7.34,7.87,-0.88,238,9955,18.60%,0.21289292986453,0.0040136385694882,-0.018660324165883,1.1218058206054,0.75864848096222,7.9200810568742,335.84,400
21-1 C400,09/16/2020,8.8,9.09,8.66,8.75,0.09,55,9961,18.57%,0.22506984477693,0.0041105635477436,-0.019343988559128,1.1694321622092,0.8070920768007,8.5700903006974,338.82,400
21-1 C400,09/14/2020,8,8.53,7.95,8.3,0.9,484,9584,18.43%,0.2220573607857,0.0041078435489438,-0.019002227696255,1.1616537662313,0.79984519788364,8.3700885486977,338.46,400
21-1 C400,09/10/2020,9.6,9.6,7.6,8,-1.2,860,9050,18.88%,0.21127793673626,0.0039292965915078,-0.018653089417928,1.1185375427636,0.76349158447305,7.960080023529,333.89,400
21-1 C400,09/09/2020,8.24,9.6,7.99,9.2,1.7,353,9155,18.61%,0.2315815620014,0.0041282088726553,-0.019596254044873,1.1999041330583,0.84228887407635,8.9850717428281,339.79,400
21-1 C400,09/08/2020,9.25,9.25,7.3,7.5,-2.65,865,8637,18.69%,0.20613494091404,0.0039116434992207,-0.01811896171164,1.1024485808676,0.74812860309711,7.6450653909046,333.21,400
21-1 C400,09/04/2020,11,12.41,9.22,10.15,-1.49,226,8716,18.80%,0.24732885390865,0.0041815584534711,-0.0205262065478,1.2595862723594,0.90753304973554,9.9900849482994,342.57,400
21-1 C400,09/03/2020,13.61,13.61,11,11.64,-3.56,128,8630,19.53%,0.27011396509665,0.0041757488360982,-0.022479512975964,1.329587886966,0.98504023271495,11.690107565425,345.39,400
21-1 C400,08/28/2020,10.69,10.85,10.5,10.6,0.8,19,8792,17.54%,0.26550183157402,0.004519579097267,-0.019951481138931,1.3455251669244,1.0005595979153,10.58007502379,350.58,400
21-1 C400,08/26/2020,8.6,9.57,8.6,9.57,1.19,46,9014,17.48%,0.25115657569703,0.0044361779881133,-0.019146077010457,1.2989703820167,0.94680438622596,9.7450790643873,347.57,400
21-1 C400,08/24/2020,7.69,8.05,7.69,8.05,0.7,61,9163,17.08%,0.2244620958528,0.004312673904178,-0.017367038698055,1.2085941041849,0.85579135359179,8.1751139409702,342.92,400
21-1 C400,08/21/2020,7.47,7.58,7.28,7.35,0.25,304,9054,16.99%,0.20838703400777,0.0041820447324685,-0.016341490384393,1.1498911453128,0.79736952667959,7.3501067984855,339.48,400
21-1 C400,08/20/2020,7,7.15,6.79,7.1,0.0099999999999998,14,9053,17.04%,0.20406240803702,0.0041306990361154,-0.01610762327298,1.1328236016627,0.78025382862131,7.1550731498253,338.28,400
21-1 C400,08/18/2020,7.28,7.4,7.21,7.4,0.03,393,8865,17.06%,0.2065611601922,0.0041427620908632,-0.016234414115203,1.1443683942133,0.79287414097488,7.2950895665488,338.64,400
21-1 C400,08/17/2020,7.5,7.56,7.37,7.37,0.12,8,8866,17.25%,0.20689763925338,0.0041056012965081,-0.016397291753681,1.144053090276,0.7929285611014,7.3750822025869,337.91,400
21-1 C400,08/13/2020,6.95,7.59,6.95,7.35,0.26,1330,7478,17.32%,0.20459112174695,0.0040593122332171,-0.01625582884716,1.1371296302162,0.7874473125621,7.3000647341754,336.83,400
21-1 C400,08/12/2020,6.75,7.16,6.75,7.09,0.2,227,7472,16.88%,0.19987872916488,0.0040952112549302,-0.015594307099285,1.124608941866,0.77513199493195,6.9451011378046,337.44,400
21-1 C400,08/10/2020,6.62,6.64,6.35,6.46,0.04,11,7469,16.79%,0.19096331782402,0.0040201484379083,-0.014982552035874,1.090004947209,0.74137480561458,6.5000733062138,335.57,400
21-1 C400,08/07/2020,6.02,6.42,6.02,6.42,0.02,349,7138,16.89%,0.18935755483796,0.0039756371230786,-0.014923353047991,1.0842314542505,0.73766758967864,6.4650588323066,334.57,400
21-1 C400,08/04/2020,5.29,5.29,5.15,5.25,-0.04,15,6336,16.58%,0.16672318370729,0.0037787214857566,-0.013319827785912,0.99023603327216,0.64960792672026,5.3650682955882,330.06,400
21-1 C400,08/03/2020,5.1,5.44,5,5.29,0.43,180,6386,16.74%,0.16455505212577,0.0037215154717084,-0.013266887827892,0.9790338705918,0.63967301226301,5.3100820560528,328.79,400
21-1 C400,07/31/2020,4.7,4.95,4.5,4.86,0.26,53,6360,16.59%,0.15394723674616,0.0036100047264053,-0.012460381847247,0.93349590468061,0.59985908527273,4.8300693159029,326.52,400
21-1 C400,07/28/2020,4.2,4.4,4.18,4.18,-0.08,19,6629,16.62%,0.13631679126824,0.0033638721375785,-0.011337655648385,0.8489492312733,0.53185884655146,4.1150505903391,321.17,400
21-1 C400,07/27/2020,3.87,4.26,3.87,4.26,0.21,57,6652,16.37%,0.13950103410374,0.0034434872437506,-0.011382505549606,0.86869594642,0.54894040909684,4.2050783853013,323.22,400
21-1 C400,07/24/2020,4.1,4.11,3.9,4.05,-0.1,267,6809,16.40%,0.13272454779868,0.0033377595522284,-0.010937390135476,0.83586716238395,0.52220717979001,3.9450456577105,320.88,400
21-1 C400,07/23/2020,4.7,4.71,4.1,4.15,-0.43,75,6767,16.28%,0.13777574705132,0.0034248002659153,-0.011158564638783,0.86382280089489,0.54610834695648,4.1300439633843,322.96,400
21-1 C400,07/22/2020,4.5,4.58,4.5,4.58,0.12,9,6773,16.12%,0.14941977948562,0.0036081499330878,-0.011769707404687,0.92372571342865,0.59444566868905,4.5750548772916,326.86,400
21-1 C400,07/21/2020,4.46,4.68,4.41,4.46,0.18,1223,5659,16.24%,0.14506204075805,0.0035248645374281,-0.011569537836277,0.90171050380364,0.57950002692782,4.425061941641,325.01,400
21-1 C400,07/20/2020,4.13,4.35,4.13,4.28,0.04,307,5364,16.28%,0.14323987515026,0.0034918545741651,-0.011455436457811,0.8929871136863,0.57221270223705,4.3600481669921,324.32,400
21-1 C400,07/17/2020,4.18,4.4,4,4.24,0.06,219,5198,16.72%,0.14232156628398,0.0034017573057674,-0.0116213252211,0.88432219069017,0.56567010970581,4.4100417140052,321.72,400
21-1 C400,07/15/2020,4.65,4.65,4.22,4.32,0.52,69,5086,16.71%,0.14309556730707,0.003409543055095,-0.011640464253565,0.88949679962816,0.57084281236778,4.4450443567252,321.85,400
21-1 C400,07/14/2020,3.75,3.8,3.5,3.8,0.15,13,5087,16.46%,0.12944480919572,0.0032574318516867,-0.0106314719335,0.82390011597335,0.51538220625842,3.8500681581099,318.92,400
21-1 C400,07/10/2020,3.3,3.7,3.3,3.65,0.3,204,5041,16.28%,0.12247112909144,0.0031719955543475,-0.010013377974897,0.79229513994907,0.49051072538534,3.5600636842707,317.59,400
21-1 C400,07/06/2020,3.06,3.7,3.06,3.7,0.6,227,4811,16.33%,0.12246074756647,0.003156465010319,-0.0099936983495339,0.79367402462178,0.49284619152434,3.5750395920839,317.05,400
21-1 C400,07/02/2020,3.3,3.35,3.1,3.1,0.04,39,4800,16.47%,0.11055374077208,0.0029432203798512,-0.0092251372695283,0.72964090215218,0.44310319652352,3.1500500282583,312.23,400
21-1 C400,07/01/2020,3.1,3.3,2.9,3.06,0.29,46,4784,16.82%,0.11123033464398,0.0029077263008228,-0.0094183097268049,0.72941618659094,0.44318488411077,3.2200589174862,310.52,400
21-1 C400,06/30/2020,2.6,2.85,2.6,2.77,0.02,70,4785,16.58%,0.10128658865317,0.0027730232106309,-0.0086107455648667,0.67779574864589,0.40434442809267,2.8250233990641,308.36,400
21-1 C400,06/29/2020,2.55,3.04,2.5,2.75,0.1,53,4751,17.05%,0.097863751969826,0.0026602698044635,-0.008546507194094,0.65319127778637,0.38587247777611,2.7500253750786,304.46,400
21-1 C400,06/26/2020,2.9,2.92,2.65,2.65,-0.78,53,4726,17.49%,0.093182472403974,0.0025305269314668,-0.0083352555832424,0.62268564343586,0.36518816235062,2.6249999995754,300.05,400
21-1 C400,06/25/2020,3.15,3.43,2.79,3.43,0.1,84,4707,17.33%,0.11114792784587,0.0028334414104094,-0.0095707851834456,0.72538394864061,0.44270839664772,3.2899999998385,307.35,400
21-1 C400,06/24/2020,3.57,3.81,2.96,3.33,-0.5,193,4697,17.93%,0.11113036351637,0.0027650229896425,-0.009814797212926,0.71817073803555,0.43725803790822,3.3599999995696,304.09,400
21-1 C400,06/22/2020,3.54,3.84,3.54,3.65,0.08,82,4674,17.44%,0.12340774155885,0.0029930722351623,-0.010439557213656,0.79116674098226,0.4948998825651,3.8000525368109,310.62,400
21-1 C400,06/19/2020,4,4.25,3.57,3.57,-0.08,352,4561,17.64%,0.12125124018679,0.0030940323428465,-0.010352832672223,0.77849652448115,0.48602628019731,3.7450716228176,308.64,400
21-1 C400,06/17/2020,3.93,4.2,3.5,3.73,-0.24,208,4536,17.24%,0.1237834629378,0.003012477168875,-0.010273032411054,0.79874490269172,0.50271835011787,3.8000613711741,311.66,400
21-1 C400,06/16/2020,3.94,4,3.5,3.97,0.67,521,4423,17.15%,0.12645709511359,0.0030584425998028,-0.010386621848754,0.81479179906416,0.51638706042054,3.9000451974967,312.96,400
21-1 C400,06/15/2020,2.58,3.3,2.5,3.3,0.46,159,4320,17.26%,0.11046032267073,0.002811518384651,-0.0093393859784106,0.72739040689496,0.44596980394881,3.2750377970367,307.05,400
21-1 C400,06/11/2020,2.85,3.9,2.5,2.84,-1.25,155,4258,17.59%,0.098598575181979,0.0025845199548713,-0.008595121592112,0.65829035248583,0.39418962476623,2.8599999994271,300.61,400
21-1 C400,06/09/2020,3.5,4.06,3.42,3.9,0.05,446,4004,15.99%,0.134228622194,0.003317169949785,-0.010198403019714,0.87508314435703,0.56634993623505,4.0500000932134,320.79,400
21-1 C400,06/08/2020,3.38,3.85,3.26,3.85,0.6,377,4754,15.38%,0.1317516302402,0.0033788033998277,-0.0097044317307585,0.87125804556254,0.56340327003745,3.8500524165067,323.2,400
21-1 C400,06/03/2020,2.64,2.95,2.53,2.89,0.49,403,4322,15.81%,0.10447559089324,0.0028722242738108,-0.0081930326654442,0.71774210451276,0.44100539963634,2.9000674089025,312.18,400
21-1 C400,06/01/2020,2.2,2.4,2.15,2.4,0.35,147,4371,15.83%,0.086488326629401,0.0025455768216275,-0.0069964606534196,0.61263135414872,0.36211561837973,2.2750368459408,305.55,400
21-1 C400,05/29/2020,2,2.06,1.88,2.05,-0.34,256,4452,15.85%,0.084103909486024,0.0024934730811563,-0.0068165218946114,0.59902153790652,0.35266501146831,2.2000265321959,304.32,400
21-1 C400,05/28/2020,2.08,2.4,2.01,2.39,0.18,241,4335,15.93%,0.082075130323754,0.0024442874303549,-0.0066972058251658,0.58601199602365,0.34328146433945,2.1399999991962,302.97,400
21-1 C400,05/27/2020,1.9,2.21,1.85,2.21,0.28,322,4505,15.73%,0.080737445612578,0.0024385037144144,-0.0065363222822435,0.58036902021727,0.33936755462606,2.0799999998855,303.53,400
21-1 C400,05/22/2020,1.75,1.76,1.56,1.76,-0.04,7,4391,16.37%,0.071518915518849,0.002184863114293,-0.0060412038288448,0.51725355414798,0.29497351627938,1.8300311920311,295.44,400
21-1 C400,05/21/2020,1.9,1.9,1.74,1.8,-0.02,105,4382,16.30%,0.069293542806398,0.0031087361794245,-0.0058462920457388,0.50435597835259,0.28718325167931,1.7550244719273,294.88,400
21-1 C400,05/20/2020,1.73,1.82,1.73,1.82,0.26,66,4367,16.11%,0.071379582594977,0.0022032435470494,-0.0059382119029461,0.51994604788592,0.29724976204765,1.8100515037061,296.93,400
21-1 C400,05/19/2020,1.7,1.75,1.56,1.56,-0.07,97,4347,16.35%,0.063959603644755,0.0020252218138173,-0.005455020360209,0.47024970786743,0.26384548511976,1.5900311420797,291.97,400
21-1 C400,05/18/2020,1.5,1.8,1.32,1.63,0.37,146,4456,16.00%,0.066007600078669,0.002096964362566,-0.0055134456293934,0.48728668514865,0.27580454939499,1.6350161145618,295,400
21-1 C400,05/15/2020,1.21,1.4,1.21,1.26,-0.09,115,4423,16.45%,0.054447576366561,0.0018035649627034,-0.004734783880434,0.40778084514257,0.22242241145184,1.3050225820939,286.28,400
21-1 C400,05/14/2020,1.11,1.35,1.11,1.35,0.15,108,4318,17.02%,0.059085333082188,0.0018652594734858,-0.0052060034022394,0.43316999768191,0.23945343419207,1.4750205141983,284.97,400
21-1 C400,05/13/2020,1.31,1.4,1.1,1.2,-0.34,170,4260,16.98%,0.052502505984569,0.0017221522139493,-0.0046779115007986,0.39034036844706,0.21133423619239,1.2700172880343,281.6,400
21-1 C400,05/12/2020,1.7,1.74,1.14,1.54,-0.17,62,4202,16.27%,0.053479700796234,0.0018158038250527,-0.0046097290911982,0.40357131872717,0.22016039608053,1.2700191023917,286.67,400
21-1 C400,05/11/2020,1.8,1.84,1.65,1.71,-0.09,145,4098,16.72%,0.071278063898864,0.0021363194814755,-0.0060320736648179,0.51528713774752,0.29560323617367,1.8549999998348,292.5,400
21-1 C400,05/04/2020,1.95,1.95,1.6,1.7,-0.2,121,3914,17.56%,0.064506808713927,0.0019297185587967,-0.0056793897908132,0.46518630151712,0.26282471163319,1.6849999999127,283.57,400
21-1 C400,05/01/2020,1.86,2,1.6,1.9,-0.1,819,3133,17.94%,0.068266676606687,0.0019733601896678,-0.0060398679611333,0.48577450990587,0.27764660163775,1.8350386253994,282.79,400
21-1 C400,04/30/2020,2.08,2.1,1.91,2,-0.16,32,3142,17.23%,0.075426047381167,0.0021600576814739,-0.0063888203170544,0.53891108276672,0.31455718271789,2.04004946547,290.48,400
21-1 C400,04/29/2020,2.2,2.2,1.8,2.16,0.47,56,3145,16.95%,0.078115551951311,0.0022323127053094,-0.006505433972204,0.55908330505761,0.32946197447981,2.1150206888938,293.21,400
21-1 C400,04/28/2020,2.2,2.2,1.69,1.69,-0.27,47,3151,17.51%,0.069176397595087,0.0020175170487516,-0.0059809373300133,0.49704352719391,0.28610517842365,1.8449999993466,285.73,400
21-1 C400,04/27/2020,1.73,1.97,1.73,1.96,0.06,24,3147,17.29%,0.069378696679251,0.0020364313983674,-0.0059396811318567,0.50086610287223,0.28899988363855,1.8400374964247,287.05,400
21-1 C400,04/24/2020,1.8,1.9,1.68,1.9,0.1,7,3147,18.07%,0.071339514825352,0.0020147341448914,-0.0062566058305786,0.50553045709625,0.2928381653031,1.9550393739067,282.97,400
21-1 C400,04/23/2020,1.89,1.94,1.65,1.8,0.06,51,3135,18.21%,0.06534594969716,0.0018922932536625,-0.0058145615506254,0.46635771839756,0.2654363947399,1.7549999997159,279.08,400
21-1 C400,04/22/2020,2.13,2.13,1.59,1.74,0.24,27,3144,18.32%,0.066749775517411,0.001910785145462,-0.0059375220158528,0.47447553307973,0.27124264299905,1.8099999994602,279.1,400
21-1 C400,04/20/2020,1.9,2.12,1.7,1.71,-0.19,172,3026,18.23%,0.07081945140633,0.0019894819826141,-0.0062137127305261,0.50178654613632,0.29085586424523,1.9499999991518,281.59,400
21-1 C400,04/17/2020,2.02,2.2,1.76,1.9,0.15,516,3178,17.55%,0.073327043203585,0.0020811166351399,-0.0062212331618851,0.52570102881393,0.30743813514422,2.0000284038732,286.64,400
21-1 C400,04/15/2020,1.75,1.77,1.75,1.77,0.06,11,3167,18.34%,0.065580336789662,0.0018817930756157,-0.0058088242866757,0.46829185284484,0.26809557623032,1.7749999995275,277.76,400
21-1 C400,04/14/2020,1.75,1.85,1.58,1.71,0.06,213,3060,17.29%,0.065259859244528,0.0019445532521331,-0.0055692195225171,0.47708322384652,0.27447703382588,1.7100238080637,283.79,400
21-1 C400,04/13/2020,1.65,1.7,1.42,1.65,0.45,131,3051,18.29%,0.062009197564813,0.0018162164197847,-0.0055295548499362,0.44566831075727,0.25284138606264,1.6499999997032,275.66,400
21-1 C400,04/09/2020,1.6,2.24,1.2,1.2,-0.35,168,3078,17.79%,0.061259448207372,0.001827522865892,-0.0053396209644604,0.44691146617943,0.25422487168303,1.6050270658731,278.2,400
21-1 C400,04/08/2020,1.74,2,1.51,1.55,-0.2,132,2973,18.14%,0.057610818857629,0.0017327536760375,-0.0051093344450029,0.41986851014814,0.23591357672212,1.5000356111834,274.03,400
21-1 C400,04/07/2020,1.2,1.75,1.2,1.75,0.15,133,2884,19.49%,0.056789160596139,0.0016467186490706,-0.0052616162865356,0.40189072760585,0.223886472972,1.5250269579528,265.13,400
21-1 C400,04/06/2020,1.5,1.6,1.18,1.6,0.37,46,2881,18.79%,0.049193303448292,0.0015247259446382,-0.004514648770936,0.35865169794219,0.1954485919442,1.2499999995853,264.86,400
21-1 C400,04/03/2020,1.25,1.31,1.2,1.23,0.18,4,2879,21.47%,0.049508949196595,0.0014271831865701,-0.0048677132627048,0.33842341403071,0.18287709035262,1.3350288434455,248.19,400
21-1 C400,04/02/2020,1.2,1.38,1,1.05,-0.15,1116,1875,20.73%,0.048241091374285,0.0014256033742148,-0.00465765582794,0.33664966429697,0.18185312494756,1.2750257963973,251.83,400
21-1 C400,04/01/2020,1.47,1.47,1.1,1.2,-0.2,51,1862,21.40%,0.046305958491617,0.0013657868725508,-0.0045589735132377,0.31865194268532,0.17048401608488,1.2250161845802,246.15,400
21-1 C400,03/31/2020,1.55,1.62,1.4,1.4,-0.1,29,1867,20.45%,0.055158346527681,0.0015688622648045,-0.0052192169772756,0.38378750772813,0.21270460600043,1.5049999995894,257.75,400
21-1 C400,03/30/2020,1.83,1.85,1.5,1.5,0,0,1867,19.50%,0.051744222967919,0.0015403224540004,-0.004777368811827,0.37073412292003,0.20419018666372,1.3600261488816,261.65,400
21-1 C400,03/24/2020,1.26,1.45,0.55,1.45,0.4,281,2051,22.23%,0.050800981718207,0.0014244894240573,-0.0050294850339478,0.34088060553176,0.18562539879863,1.4000330871114,243.15,400
21-1 C400,03/23/2020,1.12,1.22,0.71,1.05,-0.05,1213,1106,24.57%,0.041976727836332,0.0012045361650763,-0.0043738423772496,0.26831205614999,0.13999883706565,1.1300167736268,222.95,400
21-1 C400,03/20/2020,1.56,1.56,0.87,1.1,-0.2,165,1106,23.52%,0.041733028539968,0.0012179522706939,-0.0042541661148538,0.27471963890758,0.14419345807,1.1100222765378,228.8,400
21-1 C400,03/19/2020,1.25,2.27,0.95,1.3,0.06,212,1074,22.68%,0.049551163081081,0.0013783057976475,-0.0048649597896086,0.33145942501348,0.17993274060712,1.375013859629,240.51,400
21-1 C400,03/18/2020,0.85,1.26,0.85,1.24,-0.3,145,1093,22.57%,0.048056833053816,0.0013533681729306,-0.0047125982882915,0.32301830691317,0.17462370003435,1.3199999999057,240,400
21-1 C400,03/17/2020,1.5,1.54,0.8,1.54,0.59,336,1010,20.51%,0.048838501323315,0.0014316704992849,-0.0045637876299607,0.34504595935052,0.1890119104638,1.3000049752122,252.8,400
21-1 C400,03/16/2020,1.59,1.59,0.81,0.95,-0.35,773,594,21.97%,0.043465589359898,0.0012810342288932,-0.0042368034456673,0.29831483314777,0.15934483121871,1.1500256686619,239.85,400
21-1 C400,03/12/2020,1.27,1.6,0.75,1.05,-0.45,160,478,21.24%,0.0497608891298,0.0014241804618983,-0.0047183303715863,0.34491995053832,0.18952649100266,1.3500236467306,248.11,400
21-1 C400,03/10/2020,1.4,2,1.4,2,0.6,14,467,17.66%,0.084646779624272,0.0022245802861946,-0.0067707020208405,0.60587468599386,0.37519063936768,2.4600494217426,288.42,400
21-1 C400,03/06/2020,1.5,2.03,1.5,1.79,-0.03,8,464,15.42%,0.073443892544791,0.0022148428908284,-0.0053870911818533,0.5630910034092,0.34248432176294,1.9000447045982,297.46,400
21-1 C400,03/05/2020,1.82,1.82,1.82,1.82,0.47,1,463,14.54%,0.072906669825571,0.0022960715096993,-0.0051439057165934,0.56984174175617,0.34787536097591,1.8150267772496,302.46,400
21-1 C400,03/04/2020,1.55,1.66,1.35,1.35,0,0,463,13.63%,0.086226860247056,0.0026866193046044,-0.0056674733715337,0.66952071432334,0.42558382096778,2.1550573679134,312.86,400
21-1 C400,03/02/2020,1.2,1.5,1.2,1.5,0,11,469,13.35%,0.075592624869294,0.0025043827955646,-0.0051133509266165,0.60017507647742,0.37437788612899,1.7950314070529,309.09,400
21-1 C400,02/28/2020,1.5,1.5,1.35,1.5,-0.5,65,443,13.90%,0.061672445062597,0.0021199709236888,-0.0044432026151191,0.49754357748367,0.29752615412301,1.4249999994567,299.06,400
21-1 C400,02/26/2020,2,2,2,2,-0.1,50,403,12.67%,0.075751926855235,0.0026094181758436,-0.0050522288127911,0.60814708100632,0.38444460084874,1.7350450723218,311.5,400
21-1 C400,02/25/2020,2.23,2.23,2.1,2.1,-0.45,13,398,12.95%,0.084747015189695,0.0027657901279598,-0.005659962295072,0.66466079379849,0.43023896153943,2.030033218137,312.65,400
21-1 C400,02/24/2020,2.55,2.7,2.55,2.55,-1.55,29,397,12.50%,0.10785664841654,0.003471788258305,-0.0067523995125156,0.81835084188087,0.55904064410123,2.6999999992413,322.42,400
21-1 C400,02/20/2020,4.97,4.97,4.97,4.97,0.25,1,397,12.24%,0.16216253766598,0.0042687692189262,-0.009217370941953,1.1337871053603,0.87521034198039,4.5600044656272,336.95,400
21-1 C400,02/19/2020,4.55,4.72,4.55,4.72,0.42,16,383,12.11%,0.16594314966806,0.0043562382189533,-0.0093019895831196,1.1563079124473,0.90034888258704,4.6700032901528,338.34,400
21-1 C400,02/14/2020,4.46,4.46,4.46,4.46,0.16,5,380,12.13%,0.16444246575078,0.0043174705735096,-0.0092285876191151,1.1510405932686,0.89653452588147,4.6300019603402,337.6,400
21-1 C400,02/13/2020,4.3,4.3,4.3,4.3,0,0,376,12.22%,0.16396780635479,0.0042823131183396,-0.0092437726118815,1.1478418500527,0.89335299737638,4.6400059469513,337.06,400
21-1 C400,02/11/2020,4.3,4.3,4.3,4.3,1.8,7,370,12.25%,0.15714646924465,0.0041714445737981,-0.008951923299865,1.1122098995495,0.85530929952974,4.3950453993288,335.26,400
21-1 C400,02/10/2020,2.5,2.5,2.5,2.5,0,0,331,12.05%,0.14951134823267,0.004109677072342,-0.0084637151861299,1.0752747635922,0.81625602902713,4.064999999729,334.68,400
21-1 C400,02/06/2020,2.5,2.5,2.5,2.5,0,0,331,11.99%,0.14747304417262,0.0041582157417113,-0.0083705224862562,1.066233773717,0.8098759661606,3.9849999996686,333.98,400
21-1 C400,02/05/2020,2.5,2.5,2.5,2.5,0,0,331,12.04%,0.14359467882079,0.0040078260916947,-0.0082004647302259,1.044593672413,0.78653491609819,3.8599999998482,332.86,400
21-1 C400,02/04/2020,2.5,2.5,2.5,2.5,0,0,331,12.21%,0.13197949468832,0.0037722466727065,-0.0077451401041852,0.97592085128295,0.71815801702154,3.4900876821778,329.06,400
21-1 C400,02/03/2020,2.5,2.5,2.5,2.5,0,0,331,12.15%,0.11193597731529,0.0034280571218116,-0.0067405097095675,0.85733114145674,0.60448697212619,2.8050694934905,324.12,400
21-1 C400,01/31/2020,2.5,2.5,2.5,2.5,-0.65,10,331,12.31%,0.10718488401349,0.0032984580604981,-0.0065462941930277,0.82670290552149,0.57716045956295,2.6800489242928,321.73,400
21-1 C400,01/30/2020,3.15,3.15,3.15,3.15,0,0,331,12.07%,0.12439009467974,0.0036657224919,-0.007287601398003,0.93608366525831,0.68059780332551,3.2099999980679,327.68,400
21-1 C400,01/29/2020,3.15,3.15,3.15,3.15,0,0,316,12.03%,0.12041307371692,0.0036026974925871,-0.0071002074111496,0.91274902529504,0.65842535341213,3.0700521954694,326.62,400
